Project ID,Project Name,Vintage,Credit Serial Numbers,Quantity of Credits,Status Effective,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,ARB Eligible,CORSIA Qualified,Sustainable Development Goal(s),Date Issued,Account Holder,Cancellation Type,Cancellation Details,Cancellation Year,Transitioned to ARB or Canceled,Issuance Year,ARB Project,ACR Cancellation Data,Updated 11-1-23,Total Credits Canceled:,158905394,Unnamed: 26,The American Carbon Registry
ACR248,Cumberland Forest Highlands IFM,2017,ACR-US-248-2017-712-1 to 235,235,2019-02-13,Forest Carbon,2014-11-14 00:00:00,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-03-22 14:27:36,The American Carbon Registry,Removal of credits from the registry,,2019.0,Canceled,2018,Compliance,,,,,,
ACR248,Cumberland Forest Highlands IFM,2017,ACR-US-248-2017-712-236 to 57943,57708,2019-02-26,Forest Carbon,2014-11-14 00:00:00,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-03-22 14:27:36,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR248,Cumberland Forest Highlands IFM,2018,ACR-US-248-2018-814-1 to 111204,111204,2019-08-27,Forest Carbon,2014-11-14 00:00:00,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-04-04 12:02:22,The Forestland Group LLC,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR248,Cumberland Forest Highlands IFM,2018,ACR-US-248-2018-815-1 to 26494,26494,2019-08-27,Forest Carbon,2014-11-14 00:00:00,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-04-04 12:02:22,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR248,Cumberland Forest Highlands IFM,2020,ACR-US-248-2020-1390-1 to 635,635,2023-05-11,Forest Carbon,2014-11-14 00:00:00,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-11-08 23:15:26,The American Carbon Registry,Removal of credits from the registry,,,Canceled,2021,Compliance,,,,,,
ACR248,Cumberland Forest Highlands IFM,2020,ACR-US-248-2020-1389-1 to 2665,2665,2023-05-11,Forest Carbon,2014-11-14 00:00:00,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-11-08 23:15:26,The Nature Conservancy,Removal of credits from the registry,,,Canceled,2021,Compliance,,,,,,
ACR248,Cumberland Forest Highlands IFM,2021,ACR-US-248-2021-1818-1 to 16138,16138,2023-05-24,Forest Carbon,2014-11-14 00:00:00,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-03-28 04:21:28,The American Carbon Registry,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR248,Cumberland Forest Highlands IFM,2022,ACR-US-248-2022-1816-1 to 30073,30073,2023-05-24,Forest Carbon,2014-11-14 00:00:00,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-03-28 04:21:19,The American Carbon Registry,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR248,Cumberland Forest Highlands IFM,2021,ACR-US-248-2021-1817-1 to 67738,67738,2023-05-24,Forest Carbon,2014-11-14 00:00:00,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-03-28 04:21:28,The Nature Conservancy,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR248,Cumberland Forest Highlands IFM,2022,ACR-US-248-2022-1815-1 to 126227,126227,2023-05-24,Forest Carbon,2014-11-14 00:00:00,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-03-28 04:21:19,The Nature Conservancy,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2015,ACR-US-249-2015-577-1 to 612617,612617,2017-05-18,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-10-03 20:02:02,The American Carbon Registry,Removal of credits from the registry,,2017.0,Canceled,2016,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2015,ACR-US-249-2015-577-612618 to 662617,50000,2017-05-18,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-10-03 20:02:02,The American Carbon Registry,Removal of credits from the registry,,2017.0,Canceled,2016,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2015,ACR-US-249-2015-577-662618 to 4277775,3615158,2017-05-24,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-10-03 20:02:02,302,Convert to ARB offset credits,,2017.0,ARB,2016,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2015,ACR-US-249-2015-578-1 to 157821,157821,2017-05-17,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-10-03 20:02:02,The American Carbon Registry,Removal of credits from the registry,,2017.0,Canceled,2016,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2015,ACR-US-249-2015-578-157822 to 1018876,861055,2017-05-24,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-10-03 20:02:02,The American Carbon Registry,Convert to ARB offset credits,,2017.0,ARB,2016,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2017,ACR-US-249-2017-1116-1 to 74938,74938,2020-12-29,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-10-05 17:07:36,The Lyme Timber Company,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2017,ACR-US-249-2017-1117-1 to 17849,17849,2020-12-29,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-10-05 17:07:36,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2017,ACR-US-249-2017-679-1 to 233244,233244,2018-06-21,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-10-04 23:00:06,302,Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2017,ACR-US-249-2017-680-1 to 55554,55554,2018-06-21,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-10-04 23:00:06,The American Carbon Registry,Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2018,ACR-US-249-2018-1114-1 to 185632,185632,2020-12-29,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-10-05 17:07:36,The Lyme Timber Company,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2018,ACR-US-249-2018-1115-1 to 44214,44214,2020-12-29,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-10-05 17:07:36,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2019,ACR-US-249-2019-1112-1 to 70736,70736,2020-12-29,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-10-05 17:07:36,The Lyme Timber Company,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2019,ACR-US-249-2019-1113-1 to 16848,16848,2020-12-29,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-10-05 17:07:36,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2020,ACR-US-249-2020-1359-1 to 59275,59275,2021-12-30,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-09-29 19:34:51,The Lyme Timber Company,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,2020,ACR-US-249-2020-1360-1 to 14119,14119,2021-12-30,Forest Carbon,2014-11-14 00:00:00,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-09-29 19:34:51,The American Carbon Registry,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR252,EOS ACR 252,2015,ACR-US-252-2015-403-1 to 140736,140736,2016-02-10,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2016-01-22 21:49:57,EOS Climate Inc,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR253,EOS ACR 253,2015,ACR-US-253-2015-404-1 to 135017,135017,2016-02-24,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2016-02-03 20:36:32,EOS Climate Inc,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR254,Wabashco Clean Sweep 6,2015,ACR-US-254-2015-401-1 to 39036,39036,2016-01-13,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2015-11-25 20:33:00,"Wabashco, LLC",Convert to ARB offset credits,,2016.0,ARB,2015,Compliance,,,,,,
ACR255,Finite Carbon - Colville IFM,2016,ACR-US-255-2016-603-1 to 11559462,11559462,2017-09-27,Forest Carbon,2014-11-14 00:00:00,Nespelem,WASHINGTON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-12-14 20:51:57,274,Convert to ARB offset credits,,2017.0,ARB,2016,Compliance,,,,,,
ACR255,Finite Carbon - Colville IFM,2016,ACR-US-255-2016-604-1 to 1894288,1894288,2017-09-27,Forest Carbon,2014-11-14 00:00:00,Nespelem,WASHINGTON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-12-14 20:51:57,The American Carbon Registry,Convert to ARB offset credits,,2017.0,ARB,2016,Compliance,,,,,,
ACR255,Finite Carbon - Colville IFM,2016,ACR-US-255-2016-659-1 to 604116,604116,2017-09-27,Forest Carbon,2014-11-14 00:00:00,Nespelem,WASHINGTON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-08-16 18:45:57,274,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR255,Finite Carbon - Colville IFM,2016,ACR-US-255-2016-660-1 to 98999,98999,2017-09-27,Forest Carbon,2014-11-14 00:00:00,Nespelem,WASHINGTON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-08-16 18:45:57,The American Carbon Registry,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR255,Finite Carbon - Colville IFM,2017,ACR-US-255-2017-737-1 to 172632,172632,2018-12-04,Forest Carbon,2014-11-14 00:00:00,Nespelem,WASHINGTON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-06-25 19:13:00,Confederated Tribes of the colville Reservation,Convert to ARB offset credits,,2018.0,ARB,2018,Compliance,,,,,,
ACR255,Finite Carbon - Colville IFM,2017,ACR-US-255-2017-738-1 to 28290,28290,2018-12-04,Forest Carbon,2014-11-14 00:00:00,Nespelem,WASHINGTON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-06-25 19:13:00,The American Carbon Registry,Convert to ARB offset credits,,2018.0,ARB,2018,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2016,ACR-US-256-2016-560-1 to 272988,272988,2016-11-09,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-08-12 19:26:52,Tennessee River Gorge Trust,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2016,ACR-US-256-2016-561-1 to 65036,65036,2016-11-09,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-08-12 19:26:52,The American Carbon Registry,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2017,ACR-US-256-2017-778-1 to 12842,12842,2019-01-10,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-10-18 21:47:54,Tennessee River Gorge Trust,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2017,ACR-US-256-2017-779-1 to 3060,3060,2019-01-10,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-10-18 21:47:54,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2018,ACR-US-256-2018-776-1 to 12842,12842,2019-01-10,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-10-18 21:47:53,Tennessee River Gorge Trust,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2018,ACR-US-256-2018-777-1 to 3060,3060,2019-01-10,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-10-18 21:47:53,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2019,ACR-US-256-2019-1088-1 to 12860,12860,2020-10-21,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-21 22:57:51,Tennessee River Gorge Trust,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2019,ACR-US-256-2019-1089-1 to 3064,3064,2020-10-21,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-21 22:57:51,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2020,ACR-US-256-2020-1086-1 to 11222,11222,2020-10-21,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-21 22:57:50,Tennessee River Gorge Trust,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2020,ACR-US-256-2020-1087-1 to 2674,2674,2020-10-21,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-21 22:57:50,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2021,ACR-US-256-2021-1357-1 to 13539,13539,2021-12-10,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-09-27 17:31:49,Tennessee River Gorge Trust,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,2021,ACR-US-256-2021-1358-1 to 3226,3226,2021-12-10,Forest Carbon,2014-11-14 00:00:00,The Tennessee River Gorge,TENNESSEE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-09-27 17:31:49,The American Carbon Registry,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR257,Finite Carbon - Cook's Branch Conservancy IFM,2015,ACR-US-257-2015-1008-1 to 864,864,2020-06-02,Forest Carbon,2014-11-14 00:00:00,Montgomery County,TEXAS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-05-27 22:17:13,"Conservancy Management, LLC.",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR257,Finite Carbon - Cook's Branch Conservancy IFM,2015,ACR-US-257-2015-1009-1 to 185,185,2020-06-02,Forest Carbon,2014-11-14 00:00:00,Montgomery County,TEXAS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-05-27 22:17:13,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR257,Finite Carbon - Cook's Branch Conservancy IFM,2015,ACR-US-257-2015-609-1 to 179418,179418,2020-06-02,Forest Carbon,2014-11-14 00:00:00,Montgomery County,TEXAS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-01-06 20:11:21,"Conservancy Management, LLC.",Convert to ARB offset credits,,2020.0,ARB,2017,Compliance,,,,,,
ACR257,Finite Carbon - Cook's Branch Conservancy IFM,2015,ACR-US-257-2015-610-1 to 38200,38200,2020-06-02,Forest Carbon,2014-11-14 00:00:00,Montgomery County,TEXAS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-01-06 20:11:21,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2017,Compliance,,,,,,
ACR257,Finite Carbon - Cook's Branch Conservancy IFM,2016,ACR-US-257-2016-1739-1 to 3131,3131,2023-05-02,Forest Carbon,2014-11-14 00:00:00,Montgomery County,TEXAS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-03 21:18:56,"Conservancy Management, LLC.",Convert to ARB offset credits,,2023.0,ARB,2023,Compliance,,,,,,
ACR257,Finite Carbon - Cook's Branch Conservancy IFM,2016,ACR-US-257-2016-1740-1 to 667,667,2023-05-02,Forest Carbon,2014-11-14 00:00:00,Montgomery County,TEXAS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-03 21:18:56,The American Carbon Registry,Convert to ARB offset credits,,2023.0,ARB,2023,Compliance,,,,,,
ACR257,Finite Carbon - Cook's Branch Conservancy IFM,2017,ACR-US-257-2017-1737-1 to 2381,2381,2023-05-02,Forest Carbon,2014-11-14 00:00:00,Montgomery County,TEXAS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-03 21:18:56,"Conservancy Management, LLC.",Convert to ARB offset credits,,2023.0,ARB,2023,Compliance,,,,,,
ACR257,Finite Carbon - Cook's Branch Conservancy IFM,2017,ACR-US-257-2017-1738-1 to 508,508,2023-05-02,Forest Carbon,2014-11-14 00:00:00,Montgomery County,TEXAS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-03 21:18:56,The American Carbon Registry,Convert to ARB offset credits,,2023.0,ARB,2023,Compliance,,,,,,
ACR257,Finite Carbon - Cook's Branch Conservancy IFM,2018,ACR-US-257-2018-1735-1 to 2845,2845,2023-05-02,Forest Carbon,2014-11-14 00:00:00,Montgomery County,TEXAS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-03 21:18:56,"Conservancy Management, LLC.",Convert to ARB offset credits,,2023.0,ARB,2023,Compliance,,,,,,
