Project ID,CARB Issuance ID,OPR Project ID,Project Type,Early Action/ Compliance,Reporting Period Start Date,Reporting Period End Date,Vintage,ARB Offset Credits Issued,Forest Buffer Account Contribution,Issuance Date,Invalidation Timeframe,Date Invalidation Period Reduced,Start of Invalidation Timeframe,Project Name,Project Operator,Verification Body,State,Provides DEBS,"Section 95989(b) Documentation, if applicable",Project Documentation,Retired Buffer Pool,Retired Voluntarily,Retired 1st Compliance Period (CA),Retired 2nd Compliance Period (CA),Retired 3rd Compliance Period (CA),Retired 4th Compliance Period (CA),Retired for Compliance (Quebec),Retired Intentional Reversal,Comments,Vintage remaining,Issuance total from registry,Issuance Year,Registry,ARB Source Data,Updated 11-1-23,Total ARB Credits Issued:,220439110,Total ARB Credits Retired:,163158520
ACR314,CAOD5264-A,ACR314,ODS,COP,2016-04-18,2016-05-06,2016.0,111977,,2016-07-12,3 years,2016-10-25 00:00:00,2016-05-06 00:00:00,Wabashco Clean Sweep 8,"Wabashco, LLC","Ruby Canyon Engineering, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=314,,0,0,97508,12680,83,0,0,,1706,111977.0,2016.0,ACR,,,,,,
ACR315,CAOD5277-A,ACR315,ODS,COP,2016-08-01,2016-08-12,2016.0,86839,,2016-11-08,8 years,,2016-08-12 00:00:00,EOS ACR 315,"EOS Climate, Inc.","Ruby Canyon Engineering, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=315,,0,0,86839,0,0,0,0,,0,86839.0,2016.0,ACR,,,,,,
ACR316,CAOD5278-A,ACR316,ODS,COP,2016-08-19,2016-09-04,2016.0,104897,,2016-11-08,8 years,,2016-09-04 00:00:00,EOS ACR 316,"EOS Climate, Inc.","Ruby Canyon Engineering, Inc.",AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=316,,0,0,100002,4895,0,0,0,,0,104897.0,2016.0,ACR,,,,,,
ACR322,CALS5322-A,ACR322,Livestock,COP,2016-06-14,2017-06-30,2017.0,10926,,2017-12-12,3 years,2019-01-22 00:00:00,2017-06-30 00:00:00,Statz Bros. Home Farm Anaerobic Digester,"3Degrees Group, Inc.","Agri-Waste Technology, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=322,,0,0,10926,0,0,0,0,,0,10926.0,2017.0,ACR,,,,,,
ACR322,CALS5322-B,ACR322,Livestock,COP,2017-07-01,2018-06-30,2018.0,9196,,2019-01-22,8 years,,2018-06-30 00:00:00,Statz Bros. Home Farm Anaerobic Digester,"Statz Bros., Inc.","SES, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=322,,0,0,0,9196,0,0,0,,0,9196.0,2019.0,ACR,,,,,,
ACR323,CALS5323-A,ACR323,Livestock,COP,2016-03-01,2017-06-30,2017.0,20009,,2017-12-26,3 years,2019-01-22 00:00:00,2017-06-30 00:00:00,Statz B Farm Anaerobic Digester,"3Degrees Group, Inc.","Agri-Waste Technology, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=323,,0,0,20009,0,0,0,0,,0,20009.0,2017.0,ACR,,,,,,
ACR323,CALS5323-B,ACR323,Livestock,COP,2017-07-01,2018-06-30,2018.0,15226,,2019-01-22,8 years,,2018-06-30 00:00:00,Statz B Farm Anaerobic Digester,"Statz Bros., Inc.","SES, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=323,,0,0,0,15226,0,0,0,,0,15226.0,2019.0,ACR,,,,,,
ACR324,CAFR5294-A,ACR324,Forest,COP,2016-06-10,2016-12-09,2016.0,11062323,1755591,2018-03-13,3 years,2018-12-11 00:00:00,2016-12-09 00:00:00,Finite Carbon – Sealaska Native Alaskan IFM,Sealaska Corporation,"S&A Carbon, LLC",AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=324,0.0,5611,0,4574762,2706175,56081,1334332,0,"239 credits were voluntarily retired in November 2021, and 5,372 more credits were voluntarily retired in August 2022.",2385362,9306732.0,2018.0,ACR,,,,,,
ACR324,CAFR5294-B,ACR324,Forest,COP,2016-12-10,2017-12-09,2017.0,348425,55296,2018-12-11,8 years,,2017-12-09 00:00:00,Finite Carbon – Sealaska Native Alaskan IFM,Sealaska Corporation,SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=324,0.0,0,0,0,293129,0,0,0,,55296,293129.0,2018.0,ACR,,,,,,
ACR324,CAFR5294-C,ACR324,Forest,COP,2017-12-10,2018-12-09,2018.0,391478,62128,2020-01-14,8 years,,2018-12-09 00:00:00,Finite Carbon – Sealaska Native Alaskan IFM,Sealaska Corporation,SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=324,0.0,0,0,0,243941,0,85409,0,,62128,329350.0,2020.0,ACR,,,,,,
ACR324,CAFR5294-D,ACR324,Forest,COP,2018-12-10,2019-12-09,2019.0,391478,34113,2021-01-26,8 years,,2019-12-09 00:00:00,Finite Carbon – Sealaska Native Alaskan IFM,Sealaska Corporation,SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=324,0.0,0,0,0,0,0,327131,0,,64347,357365.0,2021.0,ACR,,,,,,
ACR342,CAMM5342-A,ACR342,MMC,COP,2016-04-04,2016-10-04,2016.0,2236,,2017-04-11,8 years,,2016-10-04 00:00:00,Baker Mine AMM,"Wabashco, LLC","Ruby Canyon Engineering, Inc.",KY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=342,,0,0,2236,0,0,0,0,,0,2236.0,2017.0,ACR,,,,,,
ACR343,CAOD5343-A,ACR343,ODS,COP,2016-07-08,2016-07-31,2016.0,93298,,2016-11-08,8 years,,2016-07-31 00:00:00,Wabashco Clean Sweep 9,"Wabashco, LLC",SCS Global Services,OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=343,,0,0,93298,0,0,0,0,,0,92236.0,2016.0,ACR,,,,,,
ACR349,CALS5349-A,ACR349,Livestock,COP,2016-01-07,2016-09-30,2016.0,19666,,2017-04-25,3 years,2018-03-27 00:00:00,2016-09-30 00:00:00,Kettle Butte Digester,"Origin Climate, Inc.","Agri-Waste Technology, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=349,,0,0,19666,0,0,0,0,,0,19666.0,2017.0,ACR,,,,,,
ACR349,CALS5349-B,ACR349,Livestock,COP,2016-10-01,2017-09-30,2017.0,24220,,2018-03-27,3 years,2019-09-24 00:00:00,2017-09-30 00:00:00,Kettle Butte Digester,"3Degrees Group, Inc.","SES, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=349,,0,0,6461,17759,0,0,0,,0,24220.0,2018.0,ACR,,,,,,
ACR349,CALS5349-C,ACR349,Livestock,COP,2017-10-01,2018-09-30,2018.0,24674,,2019-09-24,3 years,2020-04-21 00:00:00,2018-09-30 00:00:00,Kettle Butte Digester,"3Degrees Group, Inc.","Agri-Waste Technology, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=349,,0,0,0,0,24644,0,0,,30,24674.0,2019.0,ACR,,,,,,
ACR349,CALS5349-D,ACR349,Livestock,COP,2018-10-01,2019-09-30,2019.0,22981,,2020-04-21,3 years,2021-07-13 00:00:00,2019-09-30 00:00:00,Kettle Butte Digester,"3Degrees Group, Inc.","Ruby Canyon Engineering, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=349,,0,0,0,0,0,22981,0,,0,22981.0,2020.0,ACR,,,,,,
ACR349,CALS5349-E,ACR349,Livestock,COP,2019-10-01,2020-09-30,2020.0,11508,,2021-07-13,8 years,,2020-09-30 00:00:00,Kettle Butte Digester,"3Degrees Group, Inc.","Agri-Waste Technology, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=349,,0,0,0,11387,49,0,0,,72,11508.0,2021.0,ACR,,,,,,
ACR350,CAOD5350-A,ACR350,ODS,COP,2016-08-10,2016-08-13,2016.0,116741,,2016-11-08,3 years,2017-06-27 00:00:00,2016-08-13 00:00:00,Tradewater ODS 1,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=350,,0,0,107157,9584,0,0,0,,0,116741.0,2016.0,ACR,,,,,,
ACR351,CAOD5351-A,ACR351,ODS,COP,2016-09-23,2016-09-28,2016.0,28562,,2016-12-13,8 years,,2016-09-28 00:00:00,EOS ACR 351,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=351,,0,0,0,0,0,28562,0,,0,28562.0,2016.0,ACR,,,,,,
ACR352,CAOD5352-A,ACR352,ODS,COP,2016-10-26,2016-11-01,2016.0,68637,,2016-12-27,8 years,,2016-11-01 00:00:00,EOS ACR 352,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=352,,0,0,0,0,0,68637,0,,0,68637.0,2016.0,ACR,,,,,,
ACR353,CALS5353-A,ACR353,Livestock,COP,2016-03-11,2017-06-30,2017.0,7781,,2017-12-26,8 years,,2017-06-30 00:00:00,Cow Poo Digester,"3Degrees Group, Inc.","Agri-Waste Technology, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=353,,0,0,7737,0,0,0,0,,44,7781.0,2017.0,ACR,,,,,,
ACR354,CAOD5354-A,ACR354,ODS,COP,2016-09-15,2016-09-21,2016.0,103357,,2016-12-13,3 years,2017-06-27 00:00:00,2016-09-21 00:00:00,Tradewater ODS 2,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=354,,0,0,103357,0,0,0,0,,0,103357.0,2016.0,ACR,,,,,,
ACR355,CALS5355-A,ACR355,Livestock,COP,2016-01-01,2017-03-31,2017.0,8240,,2017-11-21,3 years,2018-10-23 00:00:00,2017-03-31 00:00:00,Greenwood Dairy Anaerobic Digester,"3Degrees Group, Inc.","SES, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=355,,0,0,8240,0,0,0,0,,0,8240.0,2017.0,ACR,,,,,,
ACR355,CALS5355-B,ACR355,Livestock,COP,2017-04-01,2018-03-31,2018.0,7495,,2018-10-23,3 years,2019-12-10 00:00:00,2018-03-31 00:00:00,Greenwood Dairy Anaerobic Digester,"3Degrees Group, Inc.","First Environment of California, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=355,,0,0,0,7495,0,0,0,,0,7495.0,2018.0,ACR,,,,,,
ACR355,CALS5355-C,ACR355,Livestock,COP,2018-04-01,2019-03-31,2019.0,9311,,2019-12-10,3 years,2021-02-23 00:00:00,2019-03-31 00:00:00,Greenwood Dairy Anaerobic Digester,"3Degrees Group, Inc.","SES, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=355,,0,0,0,9311,0,0,0,,0,9311.0,2019.0,ACR,,,,,,
ACR355,CALS5355-D,ACR355,Livestock,COP,2019-04-01,2020-03-31,2020.0,7320,,2021-02-23,3 years,2022-02-08 00:00:00,2020-03-31 00:00:00,Greenwood Dairy Anaerobic Digester,"3Degrees Group, Inc.","First Environment of California, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=355,,0,0,0,0,0,0,0,,7320,7320.0,2021.0,ACR,,,,,,
ACR355,CALS5355-E,ACR355,Livestock,COP,2020-04-01,2021-03-31,2021.0,9850,,2022-02-08,3 years,2023-02-07 00:00:00,2021-03-31 00:00:00,Greenwood Dairy Anaerobic Digester,"3Degrees Group, Inc.","Agri-Waste Technology, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=355,,0,0,0,0,0,0,0,,9850,9850.0,2022.0,ACR,,,,,,
ACR355,CALS5355-F,ACR355,Livestock,COP,2021-04-01,2022-03-31,2022.0,10727,,2023-02-07,8 years,,2022-03-31 00:00:00,Greenwood Dairy Anaerobic Digester,"3Degrees Group, Inc.","First Environment of California, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=355,,0,0,0,0,0,0,0,,10727,,2023.0,ACR,,,,,,
ACR356,CAOD5356-A,ACR356,ODS,COP,2016-12-02,2016-12-28,2016.0,110720,,2017-03-21,8 years,,2016-12-28 00:00:00,EOS ACR 356,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=356,,0,0,110720,0,0,0,0,,0,110720.0,2017.0,ACR,,,,,,
ACR357,CAOD5357-A,ACR357,ODS,COP,2017-01-06,2017-01-31,2017.0,84131,,2017-04-11,8 years,,2017-01-31 00:00:00,EOS ACR 357,"EOS Climate, Inc.","SES, Inc.",AR,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=357,,0,0,61737,15184,0,0,0,,7210,84131.0,2017.0,ACR,,,,,,
ACR358,CAOD5358-A,ACR358,ODS,COP,2017-04-07,2017-04-12,2017.0,60749,,2017-07-25,8 years,,2017-04-12 00:00:00,EOS ACR 358,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=358,,0,0,60749,0,0,0,0,,0,60749.0,2017.0,ACR,,,,,,
ACR359,CAOD5359-A,ACR359,ODS,COP,2016-11-15,2016-11-24,2016.0,97813,,2017-02-07,3 years,2017-06-27 00:00:00,2016-11-24 00:00:00,Tradewater ODS 3,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",AR,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=359,,0,0,0,0,0,97813,0,,0,97813.0,2017.0,ACR,,,,,,
ACR360,CAFR5360-A,ACR360,Forest,COP,2017-01-03,2017-07-02,2017.0,14861093,2358456,2018-10-09,8 years,,2017-07-02 00:00:00,Finite Carbon – Ahtna Native Alaskan IFM,"Ahtna, Inc.",SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=360,0.0,0,0,4440686,6499638,1,1046727,0,,2874041,12504694.0,2018.0,ACR,,,,,,
ACR360,CAFR5360-B,ACR360,Forest,COP,2017-07-03,2018-07-02,2018.0,286318,24950,2020-08-25,8 years,,2018-07-02 00:00:00,Finite Carbon – Ahtna Native Alaskan IFM,"Ahtna, Inc.",SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=360,0.0,0,0,0,249780,0,0,0,,36538,261368.0,2020.0,ACR,,,,,,
ACR360,CAFR5360-C,ACR360,Forest,COP,2018-07-03,2019-07-02,2019.0,306931,26746,2020-08-25,8 years,,2019-07-02 00:00:00,Finite Carbon – Ahtna Native Alaskan IFM,"Ahtna, Inc.",SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=360,0.0,0,0,0,134281,981,79992,0,,91677,280185.0,2020.0,ACR,,,,,,
ACR360,CAFR5360-D,ACR360,Forest,COP,2019-07-03,2020-07-02,2020.0,314896,27440,2021-03-09,8 years,,2020-07-02 00:00:00,Finite Carbon – Ahtna Native Alaskan IFM,"Ahtna, Inc.",SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=360,0.0,0,0,0,46557,0,223700,0,,44639,287456.0,2021.0,ACR,,,,,,
ACR361,CAFR5361-A,ACR361,Forest,COP,2016-12-27,2018-03-26,2018.0,2374235,417865,2019-12-10,3 years,2021-11-09 00:00:00,2018-03-26 00:00:00,Forest Carbon Partners – Port Graham Corporation Improved Forest Management Project,Port Graham Corporation,"S&A Carbon, LLC",AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=361,0.0,0,0,0,1387115,0,396039,0,,591081,1956370.0,2019.0,ACR,,,,,,
ACR361,CAFR5361-B,ACR361,Forest,COP,2018-03-27,2019-03-26,2019.0,52846,5591,2021-11-09,8 years,,2019-03-26 00:00:00,Forest Carbon Partners – Port Graham Corporation Improved Forest Management Project,Port Graham Corporation,SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=361,0.0,0,0,0,0,0,0,0,,52846,76665.0,2021.0,ACR,,,,,,
ACR361,CAFR5361-C,ACR361,Forest,COP,2019-03-27,2020-03-26,2020.0,42011,4445,2021-11-09,8 years,,2020-03-26 00:00:00,Forest Carbon Partners – Port Graham Corporation Improved Forest Management Project,Port Graham Corporation,SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=361,0.0,0,0,0,0,18080,0,0,,23931,8157.0,2021.0,ACR,,,,,,
ACR363,CAOD5363-A,ACR363,ODS,COP,2017-01-23,2017-02-01,2017.0,91819,,2017-04-11,3 years,2018-02-13 00:00:00,2017-02-01 00:00:00,Tradewater ODS 4,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",AR,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=363,,0,0,0,91819,0,0,0,,0,91819.0,2017.0,ACR,,,,,,
ACR367,CAMM5367-A,ACR367,MMC,COP,2016-02-01,2017-01-31,2017.0,230848,,2017-10-10,3 years,2018-06-26 00:00:00,2017-01-31 00:00:00,Elk Creek Permit Area Abandoned Mine Project,"North Fork Energy, LLC",NSF International,CO,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=367,,0,0,19482,116542,0,25000,0,,69824,189550.0,2017.0,ACR,,,,,,
ACR367,CAMM5367-B,ACR367,MMC,COP,2017-02-01,2018-01-31,2018.0,189550,,2018-06-26,3 years,2019-08-13 00:00:00,2018-01-31 00:00:00,Elk Creek Permit Area Abandoned Mine Project,"North Fork Energy, LLC","First Environment of California, Inc.",CO,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=367,,0,0,0,103904,0,0,0,,85646,114279.0,2018.0,ACR,,,,,,
ACR367,CAMM5367-C,ACR367,MMC,COP,2018-02-01,2019-01-31,2019.0,114279,,2019-08-13,3 years,2020-09-08 00:00:00,2019-01-31 00:00:00,Elk Creek Permit Area Abandoned Mine Project,"North Fork Energy, LLC","NSF Certification, LLC",CO,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=367,,0,0,0,40383,0,3345,0,,70551,94217.0,2019.0,ACR,,,,,,
ACR367,CAMM5367-D,ACR367,MMC,COP,2019-02-01,2020-01-31,2020.0,94217,,2020-09-08,8 years,,2020-01-31 00:00:00,Elk Creek Permit Area Abandoned Mine Project,"North Fork Energy, LLC","First Environment of California, Inc.",CO,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=367,,229,0,0,0,0,14352,0,"140 credits were voluntarily retired in March 2021, and 89 more credits were voluntarily retired in July 2021.",79636,75723.0,2020.0,ACR,,,,,,
ACR367,CAMM5367-E,ACR367,MMC,COP,2020-02-01,2021-01-31,2021.0,75723,,2021-09-07,8 years,,2021-01-31 00:00:00,Elk Creek Permit Area Abandoned Mine Project,"North Fork Energy, LLC","First Environment of California, Inc.",CO,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=367,,1016,0,0,0,0,0,0,"1,016 credits were voluntarily retired in September 2022.",74707,,2021.0,ACR,,,,,,
ACR370,CAOD5370-A,ACR370,ODS,COP,2017-02-28,2017-03-24,2017.0,121455,,2017-06-27,3 years,2018-02-13 00:00:00,2017-03-24 00:00:00,Tradewater ODS 5,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=370,,0,0,121455,0,0,0,0,,0,121455.0,2017.0,ACR,,,,,,
ACR371,CAFR5371-A,ACR371,Forest,COP,2017-03-10,2017-09-09,2017.0,356710,62738,2019-05-07,8 years,,2017-09-09 00:00:00,Blue Source – Great Mountain Forest Improved Forest Management Project,Great Mountain Forest Corporation,SCS Global Services,CT,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=371,0.0,0,0,0,193972,0,100000,0,,62738,277025.0,2019.0,ACR,,,,,,
ACR371,CAFR5371-B,ACR371,Forest,COP,2017-09-10,2018-09-09,2018.0,12671,2229,2020-05-12,8 years,,2018-09-09 00:00:00,Blue Source – Great Mountain Forest Improved Forest Management Project,Great Mountain Forest Corporation,SCS Global Services,CT,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=371,0.0,0,0,0,10442,0,0,0,,2229,10442.0,2020.0,ACR,,,,,,
ACR371,CAFR5371-C,ACR371,Forest,COP,2018-09-10,2019-09-09,2019.0,12611,2219,2020-05-12,8 years,,2019-09-09 00:00:00,Blue Source – Great Mountain Forest Improved Forest Management Project,Great Mountain Forest Corporation,SCS Global Services,CT,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=371,0.0,0,0,0,10392,0,0,0,,2219,10392.0,2020.0,ACR,,,,,,
ACR371,CAFR5371-D,ACR371,Forest,COP,2019-09-10,2020-09-09,2020.0,9257,1629,2021-12-07,8 years,,2020-09-09 00:00:00,Blue Source – Great Mountain Forest Improved Forest Management Project,Great Mountain Forest Corporation,SCS Global Services,CT,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=371,0.0,0,0,0,0,0,0,0,,9257,7628.0,2021.0,ACR,,,,,,
ACR371,CAFR5371-E,ACR371,Forest,COP,2020-09-10,2021-09-09,2021.0,13245,2330,2022-10-25,8 years,,2021-09-09 00:00:00,Blue Source – Great Mountain Forest Improved Forest Management Project,Great Mountain Forest Corporation,SCS Global Services,CT,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=371,0.0,0,0,0,0,0,0,0,,13245,10915.0,2022.0,ACR,,,,,,
ACR373,CAFR5373-A,ACR373,Forest,COP,2017-03-13,2017-12-01,2017.0,394864,69449,2019-02-26,3 years,2020-10-13 00:00:00,2017-12-01 00:00:00,Blue Source – Northwoods Improved Forest Management Project,"Northwoods ATP, LP","Environmental Services, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=373,0.0,0,0,0,35714,0,100000,0,,259150,325415.0,2019.0,ACR,,,,,,
ACR373,CAFR5373-B,ACR373,Forest,COP,2017-12-02,2018-12-01,2018.0,34031,5986,2020-10-13,8 years,,2018-12-01 00:00:00,Blue Source – Northwoods Improved Forest Management Project,"Northwoods ATP, LP","S&A Carbon, LLC",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=373,0.0,0,0,0,28045,0,0,0,,5986,28045.0,2020.0,ACR,,,,,,
ACR373,CAFR5373-C,ACR373,Forest,COP,2018-12-02,2019-12-01,2019.0,45908,8075,2020-10-13,8 years,,2019-12-01 00:00:00,Blue Source – Northwoods Improved Forest Management Project,"Northwoods ATP, LP","S&A Carbon, LLC",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=373,0.0,0,0,0,37833,0,0,0,,8075,37833.0,2020.0,ACR,,,,,,
ACR373,CAFR5373-D,ACR373,Forest,COP,2019-12-02,2020-12-01,2020.0,24206,4258,2021-11-23,8 years,,2020-12-01 00:00:00,Blue Source – Northwoods Improved Forest Management Project,"Northwoods ATP, LP","S&A Carbon, LLC",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=373,0.0,0,0,0,0,0,0,0,,24206,19948.0,2021.0,ACR,,,,,,
ACR377,CAFR5377-A,ACR377,Forest,COP,2016-09-16,2017-03-16,2017.0,367438,64669,2018-10-23,3 years,2021-09-21 00:00:00,2017-03-16 00:00:00,Cappell Creek Improved Forest Management Project,"California Timberlands 2, LLC",SCS Global Services,CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=377,0.0,2000,0,0,2769,30668,0,0,"2,000 credits were voluntarily retired in September 2021.",332001,302769.0,2018.0,ACR,,,,,,
ACR377,CAFR5377-B,ACR377,Forest,COP,2017-03-17,2018-03-16,2018.0,2540,447,2021-09-21,8 years,,2018-03-16 00:00:00,Cappell Creek Improved Forest Management Project,"California Timberlands 2, LLC","Ruby Canyon Environmental, Inc.",CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=377,0.0,0,0,0,0,2093,0,0,,447,2093.0,2021.0,ACR,,,,,,
ACR377,CAFR5377-C,ACR377,Forest,COP,2018-03-17,2019-03-16,2019.0,2540,447,2021-09-21,8 years,,2019-03-16 00:00:00,Cappell Creek Improved Forest Management Project,"California Timberlands 2, LLC","Ruby Canyon Environmental, Inc.",CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=377,0.0,0,0,0,0,2093,0,0,,447,2093.0,2021.0,ACR,,,,,,
ACR377,CAFR5377-D,ACR377,Forest,COP,2019-03-17,2020-03-16,2020.0,25225,4440,2021-09-21,8 years,,2020-03-16 00:00:00,Cappell Creek Improved Forest Management Project,"California Timberlands 2, LLC","Ruby Canyon Environmental, Inc.",CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=377,0.0,0,0,0,0,16566,0,0,,8659,20785.0,2021.0,ACR,,,,,,
ACR378,CAFR5378-A,ACR378,Forest,COP,2016-09-16,2017-03-16,2017.0,353052,62137,2018-11-13,3 years,2021-09-21 00:00:00,2017-03-16 00:00:00,Lord Ellis Improved Forest Management Project,"California Timberlands 2, LLC",SCS Global Services,CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=378,0.0,0,0,0,56725,36120,53684,0,,206523,306995.0,2018.0,ACR,,,,,,
ACR378,CAFR5378-B,ACR378,Forest,COP,2017-03-17,2018-03-16,2018.0,3487,614,2021-09-21,8 years,,2018-03-16 00:00:00,Lord Ellis Improved Forest Management Project,"California Timberlands 2, LLC","Ruby Canyon Environmental, Inc.",CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=378,0.0,0,0,0,0,0,0,0,,3487,3493.0,2021.0,ACR,,,,,,
ACR378,CAFR5378-C,ACR378,Forest,COP,2018-03-17,2019-03-16,2019.0,3487,614,2021-09-21,8 years,,2019-03-16 00:00:00,Lord Ellis Improved Forest Management Project,"California Timberlands 2, LLC","Ruby Canyon Environmental, Inc.",CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=378,0.0,0,0,0,0,0,0,0,,3487,2879.0,2021.0,ACR,,,,,,
ACR378,CAFR5378-D,ACR378,Forest,COP,2019-03-17,2020-03-16,2020.0,4596,809,2021-09-21,8 years,,2020-03-16 00:00:00,Lord Ellis Improved Forest Management Project,"California Timberlands 2, LLC","Ruby Canyon Environmental, Inc.",CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=378,0.0,186,0,0,0,1400,0,0,186 credits were voluntarily retired in September 2022.,3010,3163.0,2021.0,ACR,,,,,,
ACR379,CAOD5379-A,ACR379,ODS,COP,2017-05-16,2017-05-21,2017.0,120918,,2017-07-25,3 years,2018-02-13 00:00:00,2017-05-21 00:00:00,Tradewater ODS 6,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=379,,0,0,42955,0,0,77963,0,,0,120918.0,2017.0,ACR,,,,,,
ACR383,CAOD5383-A,ACR383,ODS,COP,2017-08-26,2017-08-28,2017.0,138972,,2017-10-24,3 years,2018-08-07 00:00:00,2017-08-28 00:00:00,Tradewater ODS 7,"Tradewater, LLC","SES, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=383,,0,0,138972,0,0,0,0,,0,138972.0,2017.0,ACR,,,,,,
