Project ID,Project Name,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications,SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Project Website,CAR Source Data,Updated 11-1-23,Total Projects:,872,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,34
CAR1353,Hueyapan - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Hueyapan,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Cuautepec de Hinojosa;Hueyapan,HIDALGO,MX,,,,1593.0,2019-06-25,2021-03-09,,,,,,,,,,,,,
CAR1354,Las Puentes y Anexos - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Las Puentes y Anexos,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Cuautepec de Hinojosa; Las Puentes,HIDALGO,MX,,,,6424.0,2019-06-24,2021-02-25,,,,,,,,,,,,,
CAR1355,La Estancia - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido La Estancia,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Singuilucan; La Estancia,HIDALGO,MX,,,,2014.0,2019-06-24,2021-02-25,,,,,,,,,,,,,
CAR1356,El Ventorrillo - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido El Ventorrillo,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Cuautepec; El Ventorrillo,HIDALGO,MX,,,,2047.0,2019-06-24,2021-02-25,,,,,,,,,,,,,
CAR1357,San Lorenzo Sayula - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido San Lorenzo sayula,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Cuautepec; San Lorenzo Sayula,HIDALGO,MX,,,,3243.0,2019-06-24,2021-02-04,,,,,,,,,,,,,
CAR1358,Sabanetas - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Sabanetas,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Singuilucan; Sabanetas,HIDALGO,MX,,,,1499.0,2019-06-24,2021-02-04,,,,,,,,,,,,,
CAR1359,Tecocomulco - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Tecocomulco,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Cuautepec;Tecocomulco de Juarez,HIDALGO,MX,,,,1528.0,2019-06-25,2021-02-25,,,,,,,,,,,,,
CAR1360,Emiliano Zapata - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Emiliano Zapata,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,"Santiago Tulantepec de Lugo Guerrero,",HIDALGO,MX,,,,1825.0,2019-06-25,2021-02-04,,,,,,,,,,,,,
CAR1361,Los Romeros - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Los Romeros,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Santiago Tulantepec; Los Romeros,HIDALGO,MX,,,,3472.0,2019-06-24,2021-03-09,,,,,,,,,,,,,
CAR1362,San Pedro Huixotitla - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido San Pedro Huixotitla,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Mineral del Monte; Cienega Larga,HIDALGO,MX,,,,5297.0,2019-06-24,2021-02-25,,,,,,,,,,,,,
CAR1363,Puentecillas y Anexos - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Puentecillas y Anexos,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Omitlan de Juarez; Puentecillas,HIDALGO,MX,,,,3618.0,2019-06-24,2021-02-25,,,,,,,,,,,,,
CAR1364,Alhuajoyucan - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Alhuajoyucan,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Cuatepec; Alhuajoyucan,HIDALGO,MX,,,,1522.0,2019-06-24,2021-02-25,,,,,,,,,,,,,
CAR1365,Arturo Gomez Canales - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Conjunto Predial Arturo Gomez Canales,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Acaxochitlan,HIDALGO,MX,,,,,2019-06-24,,,,,,,,,,,,,,
CAR1366,Ixtula y Sembo - ASRTulancingo,,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Ixtula y Sembo,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Huasca de Ocampo; El Zembo,HIDALGO,MX,,,,1040.0,2019-06-24,2021-02-25,,,,,,,,,,,,,
CAR1367,Hudson Tech 2019-5,CAOD6367,,Hudson Technologies Company,Hudson Technologies Company,Hudson Technologies Company,,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active Registry Project,East Liverpool,OHIO,US,,,,58918.0,2019-06-25,2019-09-10,,,,,,,,,,,,,
CAR1368,Pine Creek Improved Forest Management Project,CAFR6368,,California Timberlands 2 LLC,California Timberlands 2 LLC,California Timberlands 2 LLC,,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Humboldt County,CALIFORNIA,US,,,,494904.0,2019-07-09,2020-04-10,,,,,,,,,,,,,
CAR1372,Rochelle Municipal Landfill,,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Rochelle,ILLINOIS,US,,,,359951.0,2019-07-29,2020-02-25,,,,,,,,,,,,,
CAR1373,Finite Carbon - Stevenson AL IFM,CAFR6373,,Lyme Skyline Forest Company LLC,Lyme Skyline Forest Company LLC,Lyme Skyline Forest Company LLC,,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Near Princeton, AL",ALABAMA,US,,,,638398.0,2019-08-15,2020-09-03,,,,,,,,,,,,,
CAR1374,Finite Carbon - Stevenson TN IFM,CAFR6374,,Lyme Skyline Forest Company LLC,Lyme Skyline Forest Company LLC,Lyme Skyline Forest Company LLC,,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Near Altamont, TN",TENNESSEE,US,,,,550641.0,2019-08-15,2020-09-01,,,,,,,,,,,,,
CAR1375,Carbono Otomí La Florida,,,Bioforestal Innovación Sustentable S.C.,Ejido La Florida,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"La Florida, Cardonal, Hidalgo, México",HIDALGO,MX,,13. Climate Action,,4474.0,2019-08-27,2021-02-05,www.ecoturismolaflorida.com.mx,,,,,,,,,,,,
CAR1376,ClimeCo ODS Destruction 32,CAOD6376,,ClimeCo LLC,ClimeCo LLC,ClimeCo Corporation,,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active Registry Project,"East Liverpool, Ohio",OHIO,US,,,,96280.0,2019-08-20,2020-02-18,www.climeco.com,,,,,,,,,,,,
CAR1377,Proyecto de Captura de Carbono Forestal en Bienes Comunales de Santiago Tlacotepec,,,Yaax Carbon,Bienes Comunales de Santiago Tlacotepec.,,,,Forestry - MX,Registered,Not ARB Eligible,Estado de México,STATE OF MÉXICO,MX,,,,14126.0,2019-10-04,2020-07-14,,,,,,,,,,,,,
CAR1378,Ninemile 2019,CAFR6378,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,,Butte and Tehama Counties,CALIFORNIA,US,,,"combined CAR1378, CAR1379, CAR1380 into CAR1381",,2021-05-12,,,,,,,,,,,,,,
CAR1379,Bull Creek 2019,CAFR6379,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,,Butte and Tehama Counties,CALIFORNIA,US,,,"combined CAR1378, CAR1379, CAR1380 into CAR1381",,2021-05-12,,,,,,,,,,,,,,
CAR1380,Big Bend 2019,CAFR6380,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,,Shasta County,CALIFORNIA,US,,,"combined CAR1378, CAR1379, CAR1380 into CAR1381",,2021-05-12,,,,,,,,,,,,,,
CAR1381,RBS 2019,CAFR6381,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Shasta County,CALIFORNIA,US,,,"CAR1378, CAR1379 and CAR1380 combined into this project moving forward (5/14/2021)",1925806.0,2021-05-12,2022-06-07,,,,,,,,,,,,,
CAR1382,Cohasset 2019,CAFR6382,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,Butte and Tehama Counties,CALIFORNIA,US,,,,162382.0,2019-10-29,2022-08-30,,,,,,,,,,,,,
CAR1384,Mosquito 2019,CAFR6384,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,Redding,CALIFORNIA,US,,,,524477.0,2019-10-29,2022-08-30,,,,,,,,,,,,,
CAR1385,North Stirling 2019,CAFR6385,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,Redding,CALIFORNIA,US,,,,,2019-10-29,2022-08-30,,,,,,,,,,,,,
CAR1386,Tiger 2019,CAFR6386,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,,Redding,CALIFORNIA,US,,,Combined into CAR1409 moving forward,,2019-10-29,,,,,,,,,,,,,,
CAR1387,San Jerónimo ZacapexCO2 - Ejido,,,Alberto Ramirez,Ejido San Jerónimo Zacapexco,,,,Forestry - MX,Registered,Not ARB Eligible,Villa del Carbón,STATE OF MÉXICO,MX,,,,36596.0,2019-10-24,2020-09-01,,,,,,,,,,,,,
CAR1388,San Jerónimo ZacapexCO2 - Bienes Comunales,,,Alberto Ramirez,Bienes Comunales San Gerónimo Zacapexco,,,,Forestry - MX,Registered,Not ARB Eligible,Villa del Carbón,STATE OF MÉXICO,MX,,,,46295.0,2019-10-24,2020-09-01,,,,,,,,,,,,,
CAR1389,N Fixing Microbes - Pivot Bio,,,"Pivot Bio, Inc","Pivot Bio, Inc",,,,Nitrogen Management,Registered,Not ARB Eligible,IL,ILLINOIS,US,,,,3.0,2019-11-01,2021-05-12,,,,,,,,,,,,,
CAR1391,Finite Carbon - Lyme Wisconsin IFM,CAFR6391,,Lyme Wisconsin Timberlands LLC,Lyme Wisconsin Timberlands LLC,Lyme Wisconsin Timberlands LLC,,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Florence County,WISCONSIN,US,,,,998971.0,2019-12-30,2020-09-15,,,,,,,,,,,,,
CAR1392,Ejido forestal Los Bancos,,,ALVARO RENE RIVERA JARAMILLO,LOS BANCOS,,,,Forestry - MX,Registered,Not ARB Eligible,"localidad de los bancos, municipio de Pueblo Nuevo, Durango, México",DURANGO,MX,,,,205093.0,2020-01-10,2020-09-01,www.agesamex.com,,,,,,,,,,,,
CAR1393,The Nature Conservancy Warm Springs IFM Carbon Project,CAFR6393,,The Nature Conservancy,The Nature Conservancy,The Nature Conservancy,,,Improved Forest Management - ARB Compliance,Completed,Inactive,"Bath County, Virginia, near Warm Springs",VIRGINIA,US,,,,,2020-02-12,,nature.org,,,,,,,,,,,,
CAR1396,Van Steyn Dairy Digester,,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Maas Energy Works,,,Livestock Gas Capture/Combustion,Registered,Not ARB Eligible,Sacramento County,CALIFORNIA,US,,,This is CAR1245 reporting as a voluntary project for one reporting period,3476.0,2020-03-13,2020-06-02,,,,,,,,,,,,,
CAR1398,Veseth and Veseth Ranch,,CARC1397,The Climate Trust,The Nature Conservancy,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,Phillips County,MONTANA,US,,,,10872.0,2020-03-09,2023-03-10,,,,,,,,,,,,,
CAR1399,"Carbono, Agua y Biodiversidad Indígena La Trinidad",,CARC1400,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,COMUNIDAD DE LA TRINIDAD IXTLAN,,,,Forestry - MX,Registered,Not ARB Eligible,Oaxaca de Juárez,OAXACA,MX,,2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land,,24053.0,2020-12-22,2021-04-05,www.icico.mx,,,,,,,,,,,,
CAR1401,ClimeCo ODS Destruction 33,CAOD6401,,ClimeCo LLC,ClimeCo LLC,ClimeCo Corporation,,,Ozone Depleting Substances - U.S. - ARB Compliance,Registered,Active ARB Project,East Liverpool,OHIO,US,,,,119156.0,2020-04-09,2020-08-27,www.climeco.com,,,,,,,,,,,,
CAR1402,Big McCarty,CAFR6402,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,,Tehama County,CALIFORNIA,US,,,Combined into CAR1408 moving forward,,2020-08-17,,,,,,,,,,,,,,
CAR1403,Deadwood,CAFR6403,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Listed,Proposed Project,Shasta and Trinity Counties,CALIFORNIA,US,,,,,2020-08-17,,,,,,,,,,,,,,
CAR1404,Wetsel,CAFR6404,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,Proposed Project,El Dorado and Amador Counties,CALIFORNIA,US,,,Combined into CAR1409 moving forward,,2020-08-17,,,,,,,,,,,,,,
CAR1405,Schaads,CAFR6405,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,Proposed Project,Calaveras County,CALIFORNIA,US,,,Combined into CAR1409 moving forward,,2020-08-17,,,,,,,,,,,,,,
CAR1406,Swamp,CAFR6406,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,Proposed Project,Calaveras County,CALIFORNIA,US,,,Combined into CAR1409 moving forward,,2020-08-17,,,,,,,,,,,,,,
CAR1407,Mineral,CAFR6407,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,Proposed Project,Shasta and Tehama Counties,CALIFORNIA,US,,,Combined into CAR1408 moving forward,,2020-08-17,,,,,,,,,,,,,,
CAR1408,Lassen,CAFR6408,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,Shasta County,CALIFORNIA,US,,,Project combined with CAR1402 and CAR1407,430662.0,2020-08-17,2022-06-07,,,,,,,,,,,,,
CAR1409,Martell,CAFR6409,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,Calaveras County,CALIFORNIA,US,,,"Project combined with CAR1386, CAR1404, CAR1405, and CAR1406",293284.0,2020-08-17,2022-06-07,,,,,,,,,,,,,
CAR1411,"Carbono, Agua y Biodiversidad Indígena Xiacuí",,CARC1400,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,COMUNIDAD DE SANTIAGO XIACUI,,,,Forestry - MX,Registered,Not ARB Eligible,Oaxaca de Juárez,OAXACA,MX,,2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land,,48743.0,2020-12-22,2021-04-05,www.icico.mx,,,,,,,,,,,,
CAR1412,A-Gas UCSD1,CAOD6412,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,"Reclamation Technologies, Inc., dba A-Gas",,,Ozone Depleting Substances - U.S. - ARB Compliance,Registered,Proposed Project,"Wood County, Bowling Green, Ohio",OHIO,US,,,,24304.0,2020-04-27,2020-08-18,www.agasamericas.com,,,,,,,,,,,,
CAR1413,A-Gas 4-2020,CAOD6413,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,"Reclamation Technologies, Inc., dba A-Gas",,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active Registry Project,"Wood County, Bowling Green, Ohio",OHIO,US,,,,87667.0,2020-05-06,2020-08-20,www.agasamericas.com,,,,,,,,,,,,
CAR1415,"Carbono, Agua y Biodiversidad Indígena Capulálpam",,CARC1400,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,COMUNIDAD DE CAPULALPAM DE MENDEZ,,,,Forestry - MX,Registered,Not ARB Eligible,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,1. No Poverty;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land,,23424.0,2020-12-22,2021-12-01,www.icico.mx,,,,,,,,,,,,
CAR1418,Perfect Cycle ODS-5,CAOD6418,,"Perfect Score Too, LTD","Perfect Score Too, LTD","Perfect Score Too, LTD",none,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Registered,Active ARB Project,Bowling Green,OHIO,US,,,,49687.0,2020-09-03,2021-02-23,www.perfectcycle.com,,,,,,,,,,,,
CAR1424,Captura de Carbono Forestal en Bosques Urbanos y Periurbanos de la Ciudad de México,,,Secretaría del Medio Ambiente / Fondo Ambiental Público del Distrito Federal,Secretaría del Medio Ambiente / Fondo Ambiental Público del Distrito Federal,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,"Ciudad de México, Miguel Hidalgo",DISTRITO FEDERAL,MX,,,,,2020-07-09,,https://www.sedema.cdmx.gob.mx/,,,,,,,,,,,,
CAR1425,Medford Spring Grassland Conservation,,,Southern Plains Land Trust,Southern Plains Land Trust,,,"Ruby Canyon Environmental, Inc.",Avoided Grassland Conversion,Registered,Not ARB Eligible,"Bent County, Colorado",COLORADO,US,,,,9941.0,2020-07-09,2020-12-02,southernplains.org,,,,,,,,,,,,
CAR1428,Manglares San Crisanto,,,FUNDACION SAN CRISANTO,EJIDO SAN CRISANTO,,,,Forestry - MX,Registered,Not ARB Eligible,Beach,YUCATÁN,MX,,,,13400.0,2020-07-31,2022-05-03,https://www.facebook.com/loriapalm/,,,,,,,,,,,,
CAR1429,Manglares Ursulo Galvan,,,EJIDO URSULO GALVAN,EJIDO URSULO GALVAN,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,Basin,TABASCO,MX,,,,5192.0,2020-07-31,2022-11-29,https://www.facebook.com/search/top?q=ejido%20%C3%BArsulo%20galv%C3%A1n,,,,,,,,,,,,
CAR1432,Ejido sierra de Agua,,CARC1431,SENDAS AC,Ejido Sierra de Agua,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Perote,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,2829.0,2020-07-22,2021-04-01,,,,,,,,,,,,,
CAR1433,Ejido La Libertad,,CARC1431,SENDAS AC,Ejido La Libertad,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Perote,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,5326.0,2020-07-22,2021-04-01,,,,,,,,,,,,,
CAR1434,Ejido San Pedro Buenavista,,CARC1431,SENDAS AC,Ejido San Pedro Buenavista,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Acajete,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,2092.0,2020-07-22,2021-03-31,,,,,,,,,,,,,
CAR1435,Ejido Coatitila,,CARC1431,SENDAS AC,Ejido Coatitila,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Xico,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,3569.0,2020-07-22,2021-03-31,,,,,,,,,,,,,
CAR1436,Finite Carbon - Dingess Rum IFM,CAFR6436,,NRP (Operating) LLC,NRP (Operating) LLC,WPP LLC,,"S&A Carbon, LLC",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Logan and Boone Counties,WEST VIRGINIA,US,,,,1606670.0,2020-07-30,2021-05-14,,,,,,,,,,,,,
CAR1437,Ejido El Agua de Los Pescados y sus Anexos,,CARC1431,SENDAS AC,Ejido El Agua de Los Pescados y sus Anexos,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Perote,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,1051.0,2020-07-22,2021-04-01,,,,,,,,,,,,,
CAR1438,Predio Las Piedras,,CARC1431,SENDAS AC,Predio Las Piedras,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Acajete,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,2818.0,2020-07-22,2021-04-01,,,,,,,,,,,,,
CAR1439,Valle Odiyana,,CARC1431,SENDAS AC,Valle Odiyana,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Ayahualulco,VERACRUZ,MX,,,,,2020-07-22,,,,,,,,,,,,,,
CAR1440,Predio Las Cañadas,,CARC1431,SENDAS AC,"Predio Las Cañadas, Ricardo Romero",,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Ayahualulco,VERACRUZ,MX,,,,,2020-07-22,,,,,,,,,,,,,,
CAR1441,A-Gas 5-2020,CAOD6441,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,"Reclamation Technologies, Inc., dba A-Gas",,,Ozone Depleting Substances - U.S. - ARB Compliance,Registered,Proposed Project,"Wood County, Bowling Green, Ohio",OHIO,US,,,,78211.0,2020-07-15,2020-11-07,www.agasamericas.com,,,,,,,,,,,,
