Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s) / SDGs,CORSIA Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Retirement Year,CAR Retirement Data,Updated 11-1-23,Total Credits Retired:,61317505
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-25489 to 26489,1001,2023-06-29,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Indigo Ag,On Behalf of Third Party,,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-1 to 4100,4100,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Indigo Ag,On Behalf of Third Party,,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-4101 to 7300,3200,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Indigo Ag,On Behalf of Third Party,"Retired on behalf of Shopify, Inc",2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-11701 to 11763,63,2023-03-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Indigo Ag,On Behalf of Third Party,Retired on behalf of Azolla as part of Azolla's carbon removal for individuals programme. https://azolla.ch/individuals/,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-18339 to 19088,750,2023-03-17,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Indigo Ag,On Behalf of Third Party,"Retired on behalf of Heidrick & Struggles, Inc.",2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-17387 to 20886,3500,2023-06-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Barclays PLC operational offsetting FY2022.,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-10201 to 10263,63,2023-03-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of Azolla as part of Azolla's carbon removal for individuals programme. https://azolla.ch/individuals/,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-6101 to 8200,2100,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of New Belgium Brewing Company,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-8201 to 10200,2000,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of Ralph Lauren Corporation,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-3401 to 6100,2700,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,"Retired on behalf of Shopify, Inc",2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-10264 to 10563,300,2023-03-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of Baillie Gifford,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-15137 to 17386,2250,2023-03-20,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of JP Chase Morgan,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-20887 to 21786,900,2023-06-29,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-14387 to 15136,750,2023-03-17,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,"Retired on behalf of Heidrick & Struggles, Inc.",2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-10764 to 11263,500,2023-09-12,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Cool Effect,Environmental Benefit,Retired by Cool Effect on behalf of Shawn Mendes & His Fans,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-7454 to 7552,99,2023-06-29,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-1 to 3400,3400,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-10564 to 10663,100,2023-07-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Cool Effect,Environmental Benefit,,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-329 to 2000,1672,2023-01-17,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-5018 to 5020,3,2022-06-30,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,"Retired on behalf of Dogfish Head, LLC",2022,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-5021 to 5952,932,2022-06-30,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of & for the exclusive benefit of Investment Corporation of Dubai for its 2021 emissions.,2022,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-5001 to 5017,17,2022-06-30,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,,2022,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-5953 to 6852,900,2022-07-12,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,On behalf of JP Morgan Chase,2022,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-3001 to 5000,2000,2022-06-30,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,"On behalf of New Belgium Brewing, in support of carbon neutrality for Fat Tire Ale.",2022,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-1 to 328,328,2022-07-21,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Maple Leaf Foods,On Behalf of Third Party,Retirement on behalf of McCain Capital,2022,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-6853 to 7452,600,2022-09-01,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Barclays PLC operational offsetting FY2022,2022,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-2001 to 3000,1000,2022-06-30,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,,2022,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-6947-7453 to 7453,1,2022-11-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,Other,,2022,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-10664 to 10763,100,2023-08-03,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Cool Effect,Environmental Benefit,,2023,,,,
CAR1459,2020,CAR-1-US-1459-47-1002-MA-2020-7509-21787 to 26786,5000,2023-09-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,"Watershed Technology, Inc",Environmental Benefit,"Retirement of environmental credits on behalf of Block, Inc.",2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-1 to 2500,2500,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,,2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-6949-9023 to 9127,105,2023-03-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of Baillie Gifford,2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-6949-1 to 1900,1900,2022-08-27,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Cool Effect,Environmental Benefit,,2022,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-6501 to 7755,1255,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of Ralph Lauren Corporation,2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-11980 to 14579,2600,2023-06-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Barclays PLC operational offsetting FY2022.,2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-9640 to 11889,2250,2023-03-20,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of JP Chase Morgan,2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-11890 to 11979,90,2023-05-09,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired by Indigo in recognition of key supporters and contributors.,2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-4801 to 6500,1700,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of New Belgium Brewing Company,2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-7818 to 7962,145,2023-03-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of Baillie Gifford,2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-7756 to 7817,62,2023-03-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of Azolla as part of Azolla's carbon removal for individuals programme. https://azolla.ch/individuals/,2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-9140 to 9639,500,2023-03-17,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,"Retired on behalf of Heidrick & Struggles, Inc.",2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-2501 to 4800,2300,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,"Retired on behalf of Shopify, Inc",2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-14580 to 14979,400,2023-06-29,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,,2023,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-6949-1901 to 2900,1000,2022-06-30,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,"Retired on behalf of Shopify, Inc",2022,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-6949-2901 to 5900,3000,2022-06-30,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,"On behalf of New Belgium Brewing, in support of carbon neutrality for Fat Tire Ale.",2022,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-6949-5901 to 6321,421,2022-06-30,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,"Retired on behalf of Epiphany Craft Malt, LLC",2022,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-6949-6322 to 8621,2300,2022-07-12,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,On behalf of JP Morgan Chase,2022,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-6949-8622 to 9021,400,2022-09-01,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Barclays PLC operational offsetting FY2022,2022,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-6949-9022 to 9022,1,2022-11-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,Other,,2022,,,,
CAR1459,2019,CAR-1-US-1459-47-1002-MA-2019-7511-14980 to 15301,322,2023-09-28,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Cool Effect,Environmental Benefit,,2023,,,,
CAR1459,2018,CAR-1-US-1459-47-1002-MA-2018-7513-1 to 1000,1000,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,,2023,,,,
CAR1459,2018,CAR-1-US-1459-47-1002-MA-2018-7513-1801 to 2400,600,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of New Belgium Brewing Company,2023,,,,
CAR1459,2018,CAR-1-US-1459-47-1002-MA-2018-7513-1001 to 1800,800,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,"Retired on behalf of Shopify, Inc",2023,,,,
CAR1459,2018,CAR-1-US-1459-47-1002-MA-2018-6951-1 to 1100,1100,2022-08-27,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Cool Effect,Environmental Benefit,,2022,,,,
CAR1459,2018,CAR-1-US-1459-47-1002-MA-2018-7513-2401 to 2525,125,2023-03-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired on behalf of Baillie Gifford,2023,,,,
CAR1459,2018,CAR-1-US-1459-47-1002-MA-2018-7513-2526 to 3325,800,2023-06-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Barclays PLC operational offsetting FY2022.,2023,,,,
CAR1459,2018,CAR-1-US-1459-47-1002-MA-2018-6951-1168 to 1191,24,2022-11-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.0,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,Yes,Indigo Ag,On Behalf of Third Party,Retired by Indigo in recognition of key supporters and contributors to the first issuance of soil carbon credits at scale.,2022,,,,
