GS_ID,Project Name,Type,Country,Size,Status,Methodology,Estimated Annual Credits,Project Developer,Sustainable Development Goals,Program of Activities,sustaincert_url,registry_url,Description,POA GSID,GOLD Source Data,Updated 11-1-23,Total Projects:,3117,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,215
GS7449,GS5047 VPA34 African Improved Cookstoves and Clean Water Programme: Nyungwe Rainforest Cookstove Project II,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8498,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1626,https://registry.goldstandard.org/projects/details/1621,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme involves the distribution of domestic fuel-efficient cook stoves to households close to the Nyungwe National Park in Rwanda which previously have had no access to improved cookstoves. _x000D_
_x000D_
The efficient cook stoves are locally produced. They will be distributed at a highly subsidised cost for users, in exchange for the rights to the Voluntary Emission Reductions (VERs). The majority of families would not otherwise have access to the market for fuel-efficient cook stoves for economic reasons.",5047.0,,,,,,,,,,,,
GS745,"Gaziantep Landfill Gas to Energy Project, Turkey",Biogas - Electricity,Turkey,Large Scale,Gold Standard Certified Project,ACM0001 Flaring or use of landfill gas,91290,CEV Enerji retim Sanayi ve Ticaret Limited _irket,"12,13,3",Standalone,https://platform.sustain-cert.com/public-project/1272,https://registry.goldstandard.org/projects/details/1171,"The Project is a Landfill Gas to Energy Project, developed by CEV Enerji and located   at the Gaziantep City's landfill site, where currently the landfill gas is being emitted   freely to the atmosphere. The proposed project activity involves the collection and   utilization of LFG to generate electricity and supply to the national grid.",,,,,,,,,,,,,
GS7450,GS5047 VPA35 African Improved Cookstoves and Clean Water Programme: Nyungwe Rainforest Cookstove Project III,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8498,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1627,https://registry.goldstandard.org/projects/details/1622,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme involves the distribution of domestic fuel-efficient cook stoves to households close to the Nyungwe National Park in Rwanda which previously have had no access to improved cookstoves. _x000D_
_x000D_
The efficient cook stoves are locally produced. They will be distributed at a highly subsidised cost for users, in exchange for the rights to the Voluntary Emission Reductions (VERs). The majority of families would not otherwise have access to the market for fuel-efficient cook stoves for economic reasons.",5047.0,,,,,,,,,,,,
GS7451,GS5047 VPA36 African Improved Cookstoves and Clean Water Programme: Nyungwe Rainforest Cookstove Project IV,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8498,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1628,https://registry.goldstandard.org/projects/details/1623,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme involves the distribution of domestic fuel-efficient cook stoves to households close to the Nyungwe National Park in Rwanda which previously have had no access to improved cookstoves. _x000D_
_x000D_
The efficient cook stoves are locally produced. They will be distributed at a highly subsidised cost for users, in exchange for the rights to the Voluntary Emission Reductions (VERs). The majority of families would not otherwise have access to the market for fuel-efficient cook stoves for economic reasons.",5047.0,,,,,,,,,,,,
GS7452,GS5047 VPA37 African Improved Cookstoves and Clean Water Programme: Nyungwe Rainforest Cookstove Project V,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8498,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1629,https://registry.goldstandard.org/projects/details/1624,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme involves the distribution of domestic fuel-efficient cook stoves to households close to the Nyungwe National Park in Rwanda which previously have had no access to improved cookstoves. _x000D_
_x000D_
The efficient cook stoves are locally produced. They will be distributed at a highly subsidised cost for users, in exchange for the rights to the Voluntary Emission Reductions (VERs). The majority of families would not otherwise have access to the market for fuel-efficient cook stoves for economic reasons.",5047.0,,,,,,,,,,,,
GS7453,GS5047 VPA38 African Improved Cookstoves and Clean Water Programme: Nyungwe Rainforest Cookstove Project VI,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8498,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1630,https://registry.goldstandard.org/projects/details/1625,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme involves the distribution of domestic fuel-efficient cook stoves to households close to the Nyungwe National Park in Rwanda which previously have had no access to improved cookstoves. _x000D_
_x000D_
The efficient cook stoves are locally produced. They will be distributed at a highly subsidised cost for users, in exchange for the rights to the Voluntary Emission Reductions (VERs). The majority of families would not otherwise have access to the market for fuel-efficient cook stoves for economic reasons.",5047.0,,,,,,,,,,,,
GS7454,GS5047 VPA39 African Improved Cookstoves and Clean Water Programme: Nyungwe Rainforest Cookstove Project VII,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8498,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1631,https://registry.goldstandard.org/projects/details/1628,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme involves the distribution of domestic fuel-efficient cook stoves to households close to the Nyungwe National Park in Rwanda which previously have had no access to improved cookstoves. _x000D_
_x000D_
The efficient cook stoves are locally produced. They will be distributed at a highly subsidised cost for users, in exchange for the rights to the Voluntary Emission Reductions (VERs). The majority of families would not otherwise have access to the market for fuel-efficient cook stoves for economic reasons.",5047.0,,,,,,,,,,,,
GS7456,GS1247 VPA 190 Zambia Eastern Province Safe Water Project,Energy Efficiency - Domestic,Zambia,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,4,3,5",VPA,https://platform.sustain-cert.com/public-project/1639,https://registry.goldstandard.org/projects/details/1819,"The project will support the provision of safe water to hundreds of households within the Eastern Province using borehole technology. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1247.0,,,,,,,,,,,,
GS7457,GS1247 VPA 191 Zambia Eastern Province Safe Water Project,Energy Efficiency - Domestic,Zambia,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,4,3,5",VPA,https://platform.sustain-cert.com/public-project/1640,https://registry.goldstandard.org/projects/details/1820,"The project will support the provision of safe water to hundreds of households within the Eastern Province using borehole technology. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1247.0,,,,,,,,,,,,
GS7458,GS1247 VPA 192 Zambia Eastern Province Safe Water Project,Energy Efficiency - Domestic,Zambia,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,4,3,5",VPA,https://platform.sustain-cert.com/public-project/1641,https://registry.goldstandard.org/projects/details/1821,"The project will support the provision of safe water to hundreds of households within the Eastern Province using borehole technology. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1247.0,,,,,,,,,,,,
GS7459,GS1247 VPA 193 Zambia Eastern Province Safe Water Project,Energy Efficiency - Domestic,Zambia,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,4,3,5",VPA,https://platform.sustain-cert.com/public-project/1642,https://registry.goldstandard.org/projects/details/1822,"The project will support the provision of safe water to hundreds of households within the Eastern Province using borehole technology. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1247.0,,,,,,,,,,,,
GS746,Metro Group Energy WWT Project (300392),Biogas - Cogeneration,Thailand,Small Scale,Gold Standard Certified Project,AMS-I.C. Thermal energy production with or without electricity,56958,South Pole Carbon Asset Management Ltd.,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/1273,https://registry.goldstandard.org/projects/details/1172,"The proposed project activity entails the installation of an   anaerobic wastewater treatment facility, based on an â€œUp flow   Anaerobic Sludge Blanket"" (UASB) system, to complement the   existing open lagoon based system at a starch factory. The   system to be implemented enables recovery of methane, that   would have been released into the atmosphere, and utilize it   for thermal and electricity generation. In the case of thermal   energy generation, the captured methane will be utilized in   the existing heat generating device for the process of drying   the wet starch (displacing fuel oil used under the previous   system).  The project creates new jobs and increases income to the   region via fostering of contracts to local firms for the   construction, operation and maintenance of the plant.   Furthermore, the implementation of this project activity can   reduce odour normally associated with open lagoon wastewater   systems.",,,,,,,,,,,,,
